0,ID_REF,GSM83897,GSM85205,GSM85206,GSM85207,GSM85208,GSM85209,GSM85210,GeneID,Chromosome,Start,End
6293,213396_s_at,713.1,1055,1641.3,1405.1,685.9,1188.3,726.3,AKAP10,17,19904302,19978343
6294,213400_s_at,1475.3,1146.9,1083,363.6,1636.4,795.3,520.7,TBL1X,X,9463295,9741037
6295,213408_s_at,873.7,705.9,392,851.8,433.8,910.5,553.6,PI4KAP2,22,21473000,21517533
6296,213409_s_at,137.7,49.9,104,61.9,144.6,106.2,40.8,RHEB,7,151466012,151520120
6297,213414_s_at,5113.9,8785.8,9206.4,4191.5,732.9,1223.9,7763.2,RPS19,19,41859918,41872926
6298,213415_at,45.2,37.6,60.1,106.7,141.6,185.8,59.8,CLIC2,X,155276211,155334657
6299,213416_at,272.3,434.5,317.8,62.7,63.8,523.9,443.9,ITGA4,2,181457202,181536187
6300,213427_at,382,101.9,184.2,211.5,200,46.9,72.5,RPP40,6,4994732,5004063
6301,213436_at,175.7,228.1,145.8,239,142.6,42.7,214.9,CNR1,6,88139864,88166359
6302,213441_x_at,108.2,209.7,40.3,114.1,186.7,67.4,84.4,SPDEF,6,34537802,34556333
6303,213454_at,166.4,29.1,43.5,79.6,40.6,82.9,148.7,APITD1-CORT,,,
6304,213457_at,205.8,321.8,43.2,140.3,52.2,52.1,202.5,MFHAS1,8,8783354,8893645
6305,213461_at,59.2,124.7,157.8,24.1,38.8,172,205.5,NUDT21,16,56429133,56452199
6306,213465_s_at,583.6,646.5,480,615,676.8,593.2,555.6,PPP1R7,2,241149576,241183652
6307,213467_at,318.7,144.3,144.1,340,222.9,72.4,97,RND2,17,43025241,43032036
6308,213475_s_at,348.2,390.3,476.8,357.1,228.5,1100.5,491.3,ITGAL,16,30472658,30523185
6309,213492_at,275.2,128.2,302,347.2,258.2,332.1,308.2,COL2A1,12,47972965,48004554
6310,213520_at,212.1,41.8,61.2,60.9,47.1,67.7,54.5,RECQL4,8,144511288,144517845
6311,213521_at,819.1,1185.6,1008.1,1185.4,999.8,494.8,968.2,PTPN18,2,130356007,130375409
6312,213524_s_at,8122.4,693.7,529.3,873.6,788.5,1125.5,718.7,G0S2,1,209675420,209676388
6313,213535_s_at,1034,924.7,870.6,1216.2,1810.7,1075.4,1185.5,UBE2I,16,1308880,1327018
6314,213539_at,1237.2,2202.1,1576.2,1657.5,382.6,931.7,2033.2,CD3D,11,118338954,118342744
6315,213545_x_at,1272.8,1599.6,1958.7,1574.1,3188,2381.9,2251.9,SNX3,6,108211222,108261260
6316,213551_x_at,207.3,540.5,372.4,786.8,459.4,632.5,670.2,PCGF2,17,38733897,38749817
6317,213553_x_at,99.2,380.6,334.9,172,140.8,330.5,169.2,APOC1,19,44914247,44919349
6318,213566_at,67.7,100.5,1432.4,93.8,428.9,564.8,25.1,RNASE6,14,20781051,20782467
6319,213568_at,241.7,170.2,238.8,225.2,152.7,56.8,158.5,OSR2,8,98944403,98952104
6320,213571_s_at,348.8,401.1,410.9,390.9,270.5,166.3,286.1,EIF4E2,2,232550052,232583644
6321,213572_s_at,1340.2,1210.4,1684.1,608,1563.2,1287.7,758.8,SERPINB1,6,2832332,2842006
6322,213578_at,15.2,116.6,16.8,66.1,53.1,15.7,22.9,BMPR1A,10,86756601,86932838
6323,213581_at,91.9,56.1,23.9,13.5,48.3,143.2,38.4,PDCD2,6,170575295,170584692
6324,213587_s_at,528.5,503.9,359.5,665,268.5,230.1,424.7,ATP6V0E2,7,149872968,149891204
6325,213590_at,449.8,320.8,345.6,435.7,388.7,224.1,383.8,SLC16A5,17,75087727,75106162
6326,213592_at,149,158.3,312.7,181,207.4,215.6,530.7,APLNR,11,57233577,57237314
6327,213598_at,299.6,351.7,359.6,270.5,158.3,346.3,463.2,,,,
6328,213601_at,986.5,1169.9,1134.6,1360.8,1326.7,1360.6,1482.7,SLIT1,10,96998038,97185920
6329,213606_s_at,15,30.2,5.9,12.4,16.4,31.3,15.7,ARHGDIA,17,81867721,81871406
6330,213608_s_at,1819.5,1399,1434,3496.4,4520.1,6345,1931.8,SRRD,22,26483877,26494658
6331,213609_s_at,410.1,369.5,326,552.6,447.5,600.5,872.3,SEZ6L,22,26169474,26383597
6332,213611_at,251.2,117,482.9,131.8,284.8,285.9,265.4,AQP5,12,49961870,49965681
6333,213621_s_at,127.8,131.2,67.8,29,129,71.5,150.7,GUK1,1,228139962,228148984
6334,213622_at,1198,1214.6,782.3,1103.5,1666,1060.9,869,COL9A2,1,40300487,40317813
6335,213623_at,157.9,298.7,281.4,291.2,107.4,298.3,191,KIF3A,5,132692628,132737638
6336,213633_at,164.1,141,69.6,90.2,222.9,78.6,97.6,SH3BP1,22,37634654,37656119
6337,213650_at,669.5,524.9,445.4,293.6,412.7,360.8,363.9,GOLGA8A,15,34379068,34437466
6338,213654_at,568.4,481.2,777.5,702,541.2,478.2,434,TAF5L,1,229593111,229626047
6339,213655_at,1002.3,693.7,959.1,846.2,654.8,1013,854.6,,,,
6340,213664_at,184.4,278.3,210.6,309.3,247.6,276.3,131.1,SLC1A1,9,4490444,4587469
6341,213671_s_at,558.3,477.5,609.7,290.7,555.1,539.8,549.9,MIR6758,12,57512688,57512750
6342,213677_s_at,258.7,202.5,323.6,655.5,277,115.8,542.9,PMS1,2,189784085,189877629
6343,213698_at,378.1,654.9,549.4,399.4,348.6,243.4,464.2,TMEM35B,1,34981535,34985353
6344,213704_at,85.6,182.7,237.1,134.7,161.4,183.5,207.4,SNORD45B,1,75789477,75789548
6345,213707_s_at,126.5,56.7,55.1,85.4,28.8,78.1,40.3,DLX5,7,97020392,97024950
6346,213708_s_at,929.9,1247.3,1420.1,970.5,961.3,930.9,950.2,MLX,17,42567068,42573239
6347,213711_at,121.8,80.8,87.4,47.7,32.9,185.8,85.2,KRT81,12,52285913,52291534
6348,213735_s_at,2004.7,2947.5,3226.3,1676,1650.5,1800.3,1968.6,COX5B,2,97646040,97648383
6349,213738_s_at,1117.5,1377.3,1209.7,973.4,114.5,479.6,1034.9,ATP5A1,,,
6350,213741_s_at,597.4,264.9,363,281.7,492.8,343.6,246.5,KPNA1,3,122421949,122514945
6351,213743_at,277.5,219.1,270.6,198.7,105,268.3,233.9,CCNT2,2,134918235,134959342
6352,213746_s_at,687.7,779.6,281.1,475.8,637.7,589.4,591.4,FLNA,X,154348524,154374638
6353,213754_s_at,178.4,73.5,131.5,121,43.3,140.9,74,PAIP1,5,43526267,43557758
6354,213755_s_at,126.5,86.3,160.2,139.7,122.9,124.5,198.6,,,,
6355,213756_s_at,116.9,71.6,132.3,89.3,95.8,352.5,226.1,HSF1,8,144291591,144314722
6356,213757_at,551.4,589.1,520.6,486.2,810.8,458.1,593.5,,,,
6357,213762_x_at,680.6,794.6,602.5,167.4,207.5,483,545.5,SNORD61,X,136879199,136879271
6358,213775_x_at,582.7,336.5,637.4,588.2,542.7,871.4,455.2,ZNF638-IT1,,,
6359,213782_s_at,11.5,13.1,9.7,20.5,13.7,15.4,33.5,MYOZ2,4,119135784,119187789
6360,213791_at,301.1,319.9,422.1,312,226.8,124,438.9,PENK,8,56436674,56446734
6361,213792_s_at,74.6,74.7,62.1,86.7,88.4,54.4,61.6,INSR,19,7112255,7294034
6362,213793_s_at,83.7,23.9,16.2,44.9,140.4,25.6,33.6,HOMER1,5,79372636,79514217
6363,213795_s_at,61.7,121.8,115.7,318,118.6,65.3,194.3,PTPRA,20,2864184,3039076
6364,213798_s_at,6063.3,5211.8,4994.1,2806.6,5876.3,6361.3,2390.3,CAP1,1,40040233,40072649
6365,213800_at,70.2,128.8,97.8,185.4,36.6,51.4,46.5,CFH,1,196651878,196747504
6366,213803_at,648.8,887.5,951.8,654.3,772.4,500,876.9,KPNB1,17,47649476,47685505
6367,213812_s_at,1938.9,1905.6,1444.9,1990.5,2230.1,1897.4,1445.1,CAMKK2,12,121237691,121298308
6368,213816_s_at,241.6,330.3,311.4,567,321.3,410.9,404.9,MET,7,116672390,116798386
6369,213819_s_at,251.3,279.9,102.7,198.6,84.2,147.8,245,FLOT1,CHR_HSCHR6_MHC_DBB_CTG1,30717966,30732991
6370,213844_at,184.2,137.1,496.5,552.6,218.4,82.2,315.4,HOXA5,7,27141052,27143668
6371,213845_at,32.3,24.8,24.5,46.9,228.9,84,90.7,GRIK2,6,101181257,102070083
6372,213846_at,388.6,313.9,622.5,215.2,177.4,498,279.4,COX7C,5,86617904,86620962
6373,213847_at,188.3,528.9,307,491.7,83.9,218.1,467.7,PRPH,12,49293252,49298686
6374,213849_s_at,274.4,403.1,446.7,681.4,457.8,430.5,271.6,PPP2R2B,5,146581146,147084784
6375,213857_s_at,656.6,691.8,704.2,900.9,449.4,534.7,944,CD47,3,108043094,108091862
6376,213874_at,813.7,1130.7,1051.5,1218.1,998.6,1126.2,1397.4,SERPINA4,14,94561091,94569913
6377,213878_at,256.8,538.7,595.9,541,155,332.1,448.6,PYROXD1,12,21437615,21471252
6378,213879_at,351.8,271.8,195,41.6,36.2,183.4,416,,,,
6379,213880_at,105.3,152.1,111.7,137.9,165.3,87.3,138.5,LGR5,12,71439770,71586310
6380,213883_s_at,248.8,360.6,178.3,198.6,272.7,162.8,271.8,TM2D1,1,61681046,61725423
6381,213892_s_at,493,413.8,362.3,126.6,79,293.7,534,APRT,16,88809339,88811944
6382,213897_s_at,192.2,231.1,215.3,80.4,225.1,158.8,109,MRPL23,11,1947278,1984522
6383,213903_s_at,22.4,34.6,26,55.2,36.7,22.7,29.2,CNOT9,2,218568580,218597080
6384,213915_at,549.2,2413.9,778.6,686.7,28.9,580.1,1049.7,NKG7,19,51371606,51372715
6385,213919_at,570.8,834.6,666.6,828.6,1089,1314.7,1380.1,DNAJC4,11,64230278,64234286
6386,213921_at,410.9,276.8,279.6,492.7,278.2,520.3,530.7,SST,3,187668906,187670399
6387,213923_at,548.1,1287.3,955.5,608.9,634.5,581,807.4,RAP2B,3,153162270,153170620
6388,213943_at,49.2,32.3,23,147.4,32.4,11.6,13.3,TWIST1,7,19020991,19117672
6389,213951_s_at,89.3,102,28.8,59.8,39.4,57.4,35.9,PSMC3IP,17,42572315,42577831
6390,213958_at,274.2,585.5,240,293.6,116.6,190.4,294,CD6,11,60971680,61020377
6391,213963_s_at,217.4,37.4,33.7,90.9,141.7,253.9,76,SAP30,4,173369969,173377532
6392,213972_at,25.1,23.5,20.8,69.2,30.7,39.7,31,,,,
6393,213976_at,219.2,144.4,104.3,273.8,479.1,276.2,287.7,CIZ1,9,128166064,128204383
6394,214014_at,141.6,96.5,116.6,165.4,370.1,293.7,127.6,CDC42EP2,11,65314818,65322429
6395,214022_s_at,14857.3,11822.4,13489.9,10492.4,15340.3,15402.8,12870.1,IFITM1,11,313506,315272
6396,214033_at,358.8,175.9,299.4,71.7,148.4,669.5,360.2,ABCC6,16,16148928,16223522
6397,214035_x_at,721.1,648.3,361,399.3,328.9,400.9,376.1,,,,
6398,214038_at,183.1,283.3,258.6,196.5,86.3,185.1,318.6,CCL8,17,34319036,34321402
6399,214047_s_at,502.5,366.9,383.9,273.9,464.5,270.3,95.6,MBD4,3,129430944,129440179
6400,214054_at,623.1,1130.9,451.3,858.6,359,820.5,388.1,DOK2,8,21908873,21913860
6401,214062_x_at,375.1,301.9,48.1,393.4,184.8,108.9,176.7,NFKBIB,19,38899700,38908893
6402,214067_at,50.6,84.9,136.6,86.5,226.7,387.7,110.7,TSR3,16,1349240,1351911
6403,214075_at,87.5,114,72.7,97,80.4,139.9,369,NENF,1,212432887,212446379
6404,214086_s_at,112.9,148.8,120.9,148,20.2,134.1,235,PARP2,14,20343582,20357905
6405,214087_s_at,368.9,375.9,318,534.9,275.3,422.1,415.5,MYBPC1,12,101568353,101686018
6406,214088_s_at,433.1,467.9,404.3,131.7,410.3,502.4,362.8,FUT3,19,5842888,5851474
6407,214096_s_at,184,918.9,462.3,1187.8,271.2,829.4,913.3,SHMT2,12,57229327,57234935
6408,214104_at,182.7,224.6,268,470.9,255.4,252,202.5,GPR161,1,168079543,168137667
6409,214105_at,267.8,165,40.2,259,158.8,179,234.8,SOCS3,17,78356778,78360077
6410,214113_s_at,316.5,379.8,539.2,286.7,400,407,596.7,RBM8A,1,145917714,145927678
6411,214114_x_at,344.8,769.8,828.9,1987.7,571.9,1707.6,866,FASTK,7,151076593,151080866
6412,214117_s_at,147.9,154.3,134.9,93.5,36.2,288.7,251.9,BTD,3,15601341,15647640
6413,214132_at,275.6,430.4,233.6,310.4,250.1,294.3,65.5,ATP5C1,,,
6414,214137_at,466.3,393.1,451.5,280.4,320,464.3,568.1,PTPRJ,11,47980558,48170841
6415,214146_s_at,519.3,509.6,2386.3,1407.1,343.8,627.7,391.2,PPBP,4,73987038,73988197
6416,214148_at,169.4,249.8,240.9,209.7,160.2,212.4,544.8,LOC100507424,,,
6417,214157_at,571.9,693.8,510,1284.4,1377.3,1805.7,996.7,GNAS,20,58839718,58911192
6418,214165_s_at,18.8,23.1,20.7,28.8,28.4,21.9,25.5,HS6ST1,2,128236716,128318577
6419,214167_s_at,1514.3,2293.7,2625.5,1318.5,87.7,92.5,2210.4,RPLP0,12,120196686,120201235
6420,214177_s_at,1061.3,1372.7,1211.9,1030.9,1373.7,1004.1,1334.4,PBXIP1,1,154944076,154956123
6421,214179_s_at,502.8,215.8,213.9,133.3,335.7,152.4,87.3,NFE2L1,17,48048329,48061487
6422,214182_at,451.3,246.9,383.9,353.7,332.2,437.9,302,,,,
6423,214183_s_at,68.2,138.8,99.4,84.7,66.9,97.9,109.1,TKTL1,X,154295671,154330350
6424,214184_at,284.3,341.5,217.5,477.7,431.1,161,250.9,NPFF,12,53506690,53507638
6425,214198_s_at,630,843.9,820.4,626.2,961.9,1080.2,710.1,DGCR2,22,19036282,19122454
6426,214199_at,213.3,83.5,62.8,128.9,149.9,297.3,32.7,SFTPD,10,79937740,79982614
6427,214209_s_at,368.8,510.9,274.4,308.5,711.1,521.8,488.2,ABCB9,12,122920951,122981649
6428,214210_at,75.8,98.4,72.3,161.4,120.8,311,118.4,SLC25A17,22,40769630,40819399
6429,214214_s_at,196.6,138,291.4,66.4,271.7,108.3,222.2,C1QBP,17,5432777,5448830
6430,214218_s_at,446.2,157.2,383.4,571.7,191.4,216.7,283.3,XIST,X,73820651,73852723
6431,214224_s_at,640.1,392.2,390.5,435.6,473.3,365.9,256.3,PIN4,X,72181353,72302926
6432,214247_s_at,90.4,124,132,23.6,167.2,73.4,178.2,DKK3,11,11963106,12009769
6433,214254_at,39.5,113.8,202.9,108.6,54,250.7,223.8,MAGEA4,X,151912509,151925170
6434,214257_s_at,1331.8,1113.1,736.1,667,616.4,872.6,463.4,SEC22B,1,120150898,120176515
6435,214261_s_at,223.9,231.6,194.7,52.7,86.7,110.2,324.4,ADH6,4,99202638,99219537
6436,214268_s_at,688.6,637.2,771.9,769.7,910.1,936.3,544.8,MTMR4,17,58489529,58517905
6437,214270_s_at,166.7,253.9,66.9,140,92.5,205.7,459.3,MAPRE3,2,26970612,27027196
6438,214274_s_at,500.8,435.4,400.1,441.7,537.4,457.1,385.3,ACAA1,3,38103129,38137242
6439,214276_at,594.1,422.7,384.2,375.8,366.3,458.9,605.2,KLF12,13,73686089,73995056
6440,214279_s_at,389.6,426.4,385.5,374.1,524.5,254.7,421,NDRG2,14,21016763,21070872
6441,214284_s_at,288.2,232.4,116.5,89.7,219.4,213.7,296.5,FGF18,5,171419656,171457623
6442,214286_at,77.3,32,25.9,37.1,40.1,60,77,GNAT1,3,50191612,50196516
6443,214290_s_at,3627.7,3731.4,3195.9,3900,5342.9,3916.1,3743.6,HIST2H2AA4,1,149851061,149851624
6444,214299_at,347,322.4,404.9,421.6,444.2,388.1,293.5,TOP3A,17,18271428,18315007
6445,214308_s_at,284.1,179.5,80.5,372.3,199.6,206.5,388.5,HGD,3,120628173,120682571
6446,214321_at,734.5,378.8,513.6,355.4,492.9,316.9,627.1,NOV,8,119416306,119424353
6447,214323_s_at,165.1,454.5,506.6,313.3,246.8,43.2,650.6,UPF3A,13,114281584,114305817
6448,214339_s_at,835.7,913.5,590.1,959.3,1532.4,1054.3,744.7,MAP4K1,19,38587641,38618882
6449,214341_at,99.1,346.1,45.5,138.5,108.5,445.6,98.6,AP1G2,14,23559565,23568070
6450,214348_at,510.1,106.9,258.1,353.4,312.3,492.8,383.7,TACR2,10,69403903,69416867
6451,214359_s_at,241.7,524.5,181.1,224.2,48.1,138.4,471.3,HSP90AB1,6,44246166,44253888
6452,214365_at,199.6,87.7,70.2,152.2,178,125.8,105.1,TPM3,1,154155304,154194648
6453,214369_s_at,542.3,801.9,781.5,557.2,760.2,776,565.1,RASGRP2,11,64726911,64745456
6454,214373_at,181.1,260.8,200.7,485.2,204.6,247.3,520.9,,,,
6455,214375_at,98.2,22.8,66.7,24.1,33.7,169.6,34.4,PPFIBP1,12,27523431,27695564
6456,214377_s_at,585.6,452.6,365,567,576.8,695.9,642.2,CTRL,16,67927640,67932414
6457,214386_at,299,94,81.1,151.5,143.4,159.1,111.1,,,,
6458,214391_x_at,106,94.3,70.6,164.9,83.2,83.8,142.3,PTGER1,19,14472466,14475362
6459,214398_s_at,646.4,971,536.2,821.3,820.7,612.2,809,IKBKE,1,206470476,206496889
6460,214400_at,469.8,460.6,392.7,396.9,363.4,122.3,594.1,INSL3,19,17816512,17821574
6461,214401_at,280.2,666.2,207.3,730.1,456.2,472.4,693.8,PAX1,20,21705659,21718486
6462,214406_s_at,59.3,72,19.2,78,43.3,74,25.5,SLC7A4,22,21028718,21032840
6463,214407_x_at,517.5,578.1,383.1,1057.9,504.4,488.2,884.2,GYPB,4,143996104,144019345
6464,214410_at,70.5,89.8,163.9,116.7,235.2,307.1,141.3,,,,
6465,214413_at,41.1,27.1,27.1,34.8,23.8,47.3,34.8,TAT,16,71565660,71577130
6466,214414_x_at,85051.5,69000,54808.9,106953.6,96933.7,98172.8,85024.9,HBA1,16,176680,177522
6467,214417_s_at,244.5,286,318.9,432.9,279.5,293.8,334.5,,,,
6468,214419_s_at,274.6,224.7,295.1,533.3,436.9,441.2,415,CYP2C9,10,94938658,94989391
6469,214427_at,224.4,201.8,87.3,107,140.2,173.4,102.3,NOP2,12,6556863,6568691
6470,214430_at,1325,1131.9,1402.2,1352,1405,1261.7,899,GLA,X,101397803,101408012
6471,214431_at,157.3,350.8,277.9,117.7,60.1,234.7,292.8,GMPS,3,155870536,155944026
6472,214432_at,138,241.5,157.2,152.7,326.2,78.9,242.5,ATP1A3,19,41966582,41997497
6473,214433_s_at,5065.1,2626.6,2477.7,5983.8,12947.2,9358.4,4506.2,SELENBP1,1,151364302,151372733
6474,214435_x_at,143.4,261.9,180,252.6,222.1,283.1,278.7,RALA,7,39623483,39708124
6475,214437_s_at,66.3,51.8,87.9,57.6,53.5,103.2,109.1,SHMT2,12,57229327,57234935
6476,214438_at,952.7,476.9,548.1,769.1,875.8,728.1,485.5,HLX,1,220879400,220885059
6477,214440_at,463.7,473.9,483.8,645.2,570.5,478.5,558.9,NAT1,8,18170477,18223689
6478,214441_at,162.4,187.1,348.3,314.5,394.6,54.9,391,STX6,1,180972712,181023121
6479,214443_at,418.6,77,273.7,492.2,264.5,473.7,472.7,PVR,19,44643798,44663583
6480,214446_at,70,52.6,64.7,119.3,112.1,425.7,90.7,ELL2,5,95885098,95962071
6481,214447_at,278,374.6,368.2,326.1,483.5,369.8,586.5,ETS1,11,128458761,128587558
6482,214449_s_at,539.5,355.7,182.8,293.2,536.2,402.4,301.6,RHOQ,2,46541806,46583121
6483,214450_at,85.2,229.4,82.4,82.1,64.1,80,126,CTSW,11,65879809,65883741
6484,214451_at,72.4,14.5,63.7,43.9,17.5,155,28.8,TFAP2B,6,50818723,50847613
6485,214452_at,96.5,231.1,239.7,265.2,293,160.2,358.7,BCAT1,12,24810022,24949459
6486,214453_s_at,458,402.5,544.9,672.5,491.1,639.2,795.1,IFI44,1,78649796,78664078
6487,214455_at,561.6,228.1,543,270.4,534,480,433.4,HIST1H2BG,6,26215159,26216692
6488,214457_at,22.9,117.4,49.2,48,118.8,37.9,154.4,HOXA2,7,27100354,27102811
6489,214460_at,104.3,169,132.3,113,88.9,78.6,144.2,LSAMP,3,115802363,117139389
6490,214461_at,33,14.3,26.3,32.3,17.3,21,14,LBP,20,38346356,38377023
6491,214462_at,271.5,228,134.3,226.7,187.7,296.3,322.5,SOCS6,18,70288901,70330200
6492,214463_x_at,82.3,84.4,34.9,86,83.3,35.8,25.1,HIST1H4J,6,27824108,27824480
6493,214464_at,428.4,267.7,159.2,426.9,558.4,400.1,401.1,CDC42BPA,1,226989865,227318474
6494,214465_at,33.8,101.8,89.4,90.1,76.5,212.2,64,ORM1,9,114323056,114326475
6495,214466_at,68.8,114.1,133.6,133.8,84.4,137.4,176,GJA5,1,147756199,147773362
6496,214467_at,924.2,682,754.5,754.7,365.5,286.2,670.5,GPR65,14,88005124,88014811
6497,214469_at,20.3,84.9,37,33.1,51.5,21.8,34.3,HIST1H2AE,6,26216975,26217483
6498,214470_at,1135.5,2128.4,1285.3,1997.1,35,92.4,2658.9,KLRB1,12,9594551,9607886
6499,214471_x_at,816.8,548.6,497.9,858.4,1357.2,1200.6,1089.9,CGB1,19,49035610,49036895
6500,214472_at,129,116.6,353.6,132.8,46.5,43.1,27.3,HIST1H2AD,6,26198851,26199243
6501,214473_x_at,585.5,528,463.8,737.7,390.9,613.6,366.3,PMS2P3,7,75502930,75528148
6502,214474_at,526.6,652.9,671.6,656.7,707.2,818.4,919.6,PRKAB2,1,147155106,147172550
6503,214476_at,180.1,203,491.7,127.1,128.1,223,159.1,TFF2,21,42346357,42351128
6504,214477_at,31.4,15.4,18.3,17.7,80.4,75.5,23.2,MLLT1,19,6210379,6279948
6505,214478_at,99.2,221.7,186.2,106.8,323.2,97.9,224.2,SPP2,2,234050679,234077134
6506,214479_at,75.8,118.5,282,149.7,164.4,163.9,158.7,GFRA3,5,138252379,138274671
6507,214481_at,37.8,36.1,131.8,72.5,34.4,35.8,45.6,HIST1H2AM,6,27892757,27893149
6508,214482_at,307.7,553.5,565.3,572.5,119.4,259,586,ZBTB25,14,64449106,64505213
6509,214483_s_at,414.8,438.2,369.6,396.8,552.2,454.8,295.5,ARFIP1,4,152779937,152918463
6510,214485_at,484.3,559.3,526,958.1,975.5,812.2,616.4,ODF1,8,102551572,102561017
6511,214487_s_at,18.9,47,24.1,36.8,29.7,32.3,19.9,RAP2A,13,97434222,97469128
6512,214489_at,283.6,48.9,305.7,424.1,123.7,307.4,271.3,FSHB,11,30231016,30235261
6513,214490_at,540.2,386.4,425.9,598.9,319.7,440.3,501.4,ARSF,X,3041471,3112726
6514,214491_at,723.9,503.5,487.8,824.1,1058.6,659.4,312.9,SSTR3,22,37204238,37212322
6515,214494_s_at,258.7,147.2,67.3,106.1,144.7,84.3,134.5,LOC101930112,,,
6516,214495_at,198.4,492.8,350.8,462.1,44,268.8,308.2,CACNG2,22,36563921,36703558
6517,214498_at,80,430.7,256.9,492.3,161.5,198,191.9,ASIP,20,34194569,34269344
6518,214502_at,32.6,34.2,16.3,34.1,35.3,18.8,31.3,HIST1H2BJ,6,27125897,27132750
6519,214503_x_at,39.5,14.1,38.2,63.8,11.3,78,19.3,GPR135,14,59429022,59465342
6520,214506_at,348.9,320.6,742.5,527,367,694.9,718.1,GPR182,12,56994446,56998441
6521,214507_s_at,87.2,128.1,133.3,95.6,77.7,153,82.5,EXOSC2,9,130693721,130704894
6522,214509_at,163.9,152.7,242.2,79.6,60.3,265.5,69.3,HIST1H3I,6,27871905,27872315
6523,214510_at,73.4,71.7,65.8,77.7,62.2,103.6,108.4,GPR20,CHR_HSCHR8_5_CTG7,141356500,141367267
6524,214512_s_at,619.2,459.8,603.9,489.1,454.8,745.5,611,SUB1,5,32531633,32604079
6525,214515_at,147,233.1,312.5,498.6,221.5,217.2,419.9,OR1E1,17,3397104,3398410
6526,214516_at,166.8,152.4,232.6,328.5,384.4,292.1,464.9,HIST4H4,12,14767999,14771131
6527,214517_at,128.6,111.9,102,163.9,118.6,135.2,153.1,KRTAP5-9,11,71548418,71549553
6528,214518_at,288.8,507.5,395.7,601.9,497.7,478.1,506.5,PDHA2,4,95840019,95841474
6529,214519_s_at,287.3,477.7,357.5,635.5,197.8,345.3,767,RLN2,9,5299868,5304969
6530,214520_at,289.4,254.2,429.8,675.9,464.4,699.4,329.2,FOXC2,16,86566829,86569728
6531,214522_x_at,20.5,35.3,65.2,74.2,25.9,40.6,27.4,HIST1H2AD,6,26198851,26199243
6532,214523_at,501.5,591,527.4,610.9,984.9,825.4,793.4,CEBPE,14,23117304,23119616
6533,214524_at,144.1,286.3,274.7,549.9,365.4,411,290.6,GHRH,20,37251082,37261835
6534,214529_at,371.3,662.6,356.9,957.8,288.8,316.1,1021,TSHB,1,115029824,115034309
6535,214533_at,58.6,423.5,209.7,388.9,359.5,58.5,143.9,CMA1,14,24505353,24508265
6536,214534_at,21.8,30.2,14.4,36.9,14,46,38.4,HIST1H1B,6,27866849,27867529
6537,214535_s_at,476.1,725.1,782.5,815.1,673,977.5,858.1,ADAMTS2,5,179110851,179345430
6538,214536_at,107.4,110.3,114.5,131.7,133.5,110.6,131.4,SLURP1,8,142740944,142742411
6539,214537_at,194.7,168.2,134.4,169.8,137.3,126.9,122.9,HIST1H1D,6,26234268,26234933
6540,214539_at,334.7,263.4,300.8,746.6,398.6,604.9,353,SERPINB10,18,63897174,63936111
6541,214540_at,12.8,80.5,38,34.1,27,26.4,25.4,HIST1H2BO,6,27893463,27893843
6542,214542_x_at,485.9,426.1,668.7,308,205.8,613.4,529.7,HIST1H2AI,6,27808199,27808701
6543,214546_s_at,134.1,225.8,94,46.3,20.8,88.8,326.5,P2RY11,19,10111538,10115372
6544,214547_at,46.4,125.1,204.5,204.5,411.1,304.9,222.2,ADCY10,1,167809388,167914215
6545,214549_x_at,284.6,268.5,110.7,118.4,344.4,576.2,223.6,SPRR1A,1,152985231,152985500
6546,214551_s_at,37.9,215.8,62.1,65.2,109.1,69.7,184.1,CD7,17,82314868,82317602
6547,214552_s_at,332.2,439.9,544.5,306.2,356,328.4,318.3,RABEP1,17,5282265,5385812
6548,214554_at,60.4,32.6,30.2,21.8,42.3,50.5,65.2,HIST1H2AL,6,27865355,27865747
6549,214555_at,56.5,59.8,100.5,79.4,136.1,85.6,61,SSTR5,16,1078781,1080142
6550,214556_at,328.2,123.9,308.7,138.7,344.9,73.6,494.3,SSTR4,20,23035386,23036812
6551,214557_at,109.9,39.2,15.5,43.5,66.5,133.1,23,PTTG2,4,37960435,37961125
6552,214558_at,581.2,574.4,820.7,1124.6,637.9,1067.1,900.7,GPR12,13,26755200,26760785
6553,214559_at,22.2,11.2,10.3,26.9,9.2,13.2,25.8,DRD3,3,114128652,114199407
6554,214560_at,576.6,292.5,259.8,359.5,253.7,601.3,550,FPR3,19,51795163,51826189
6555,214561_at,110.9,158.5,256.1,352.3,283,230.6,386,LILRP2,CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1,54707913,54713335
6556,214562_at,55,335.3,350.8,350.5,103.1,539.9,127.8,HIST1H4L,6,27873199,27873510
6557,214564_s_at,435.4,416.9,344.5,540.6,626.5,562.8,471.7,PCDHGC3,5,141475947,141512979
6558,214565_s_at,78,243.9,127.8,27.1,61.1,293,106.6,SMR3B,4,70370093,70390244
6559,214567_s_at,19.1,172.8,30.8,62.2,27,33.6,53.5,XCL1,1,168576473,168582077
6560,214568_at,142.9,274.4,233.5,91.5,190.7,645,240.8,TPSD1,16,1256059,1258998
6561,214569_at,172,273.6,173.9,256.9,211.5,268.1,287.3,IFNA5,9,21304326,21305312
6562,214570_x_at,93.1,126.2,93.9,97.8,156,122.7,112.4,LOC102725072,,,
